,Yield,Rain,N_TC,P_TC,K_TC
27,1.4218430870331717,1255.0,87.7257102346189,14.130643817175578,3.305626188593773
28,1.1379961017663924,1255.0,69.68554977016728,14.130643817175578,3.305626188593773
29,1.325851858909684,1255.0,58.00137157470515,14.130643817175578,3.305626188593773
30,1.3159609663356566,1255.0,50.433810278766174,14.130643817175578,3.305626188593773
31,1.437633697125303,1255.0,45.53248277333363,14.130643817175578,3.305626188593773
32,1.5039134682576123,1255.0,42.358010790080435,14.130643817175578,3.305626188593773
33,1.2955148562582528,1255.0,40.30198160996749,14.130643817175578,3.305626188593773
34,1.4269635391302273,1255.0,38.970340942865484,14.130643817175578,3.305626188593773
35,1.532844286636664,1255.0,38.107869299256585,14.130643817175578,3.305626188593773
36,1.4880116466118813,1255.0,37.54926715199094,14.130643817175578,3.305626188593773
37,1.5539027668764542,1255.0,37.187473971609826,14.130643817175578,3.305626188593773
38,1.4963857430314684,1255.0,36.95314922722599,14.130643817175578,3.305626188593773
39,1.5340873185191601,1255.0,36.801382724129645,14.130643817175578,3.305626188593773
40,1.6546758627360776,1255.0,36.70308720897754,14.130643817175578,3.305626188593773
41,1.6052898951441208,1255.0,36.63942356712053,14.130643817175578,3.305626188593773
42,1.6234824561214694,1255.0,36.59819015694687,14.130643817175578,3.305626188593773
43,1.6625945067445238,1255.0,36.57148426854721,14.130643817175578,3.305626188593773
44,1.6653337953165983,1255.0,36.55418750671714,14.130643817175578,3.305626188593773
45,1.7396830383523239,1255.0,36.542984809943725,14.130643817175578,3.305626188593773
46,1.7369626827389024,1255.0,36.535729092588646,14.130643817175578,3.305626188593773
47,1.7291487639257606,1255.0,36.531029738906085,14.130643817175578,3.305626188593773
48,1.7900830612120706,1255.0,36.52798608051187,14.130643817175578,3.305626188593773
49,1.8026516600112985,1255.0,36.52601477614825,14.130643817175578,3.305626188593773
50,1.8308025668475496,1255.0,36.52473800970776,14.130643817175578,3.305626188593773
